2023-02-03 22:58:24.748527;562407291;Thompson;Give
2023-02-03 22:58:27.937442;562407291;Thompson;Give
2023-02-03 22:58:31.111679;562407291;Thompson;Give
2023-02-03 22:58:37.345182;562407291;Thompson;Give
2023-02-03 22:59:05.708740;562407291;Thompson;Give
2023-02-03 22:59:11.114903;562407291;Thompson;Give
2023-02-03 22:59:17.196790;562407291;Thompson;Give
2023-02-03 22:59:22.227196;562407291;Thompson;Give
2023-02-03 23:06:01.058084;562407291;Thompson;Take
2023-02-03 23:06:01.058084;562407291;Thompson;Take
2023-02-03 23:06:01.058084;562407291;Thompson;Take
2023-02-03 23:06:01.058084;562407291;Thompson;Take
2023-02-03 23:06:01.058084;562407291;Thompson;Take
2023-02-03 23:06:01.058084;562407291;Thompson;Take
2023-02-03 23:06:01.058084;562407291;Thompson;Take
2023-02-03 23:07:03.400574;493072257;Павел;Give
2023-02-03 23:07:08.523304;493072257;Павел;Give
2023-02-03 23:07:09.010845;562407291;Thompson;Give
2023-02-03 23:07:11.836608;493072257;Павел;Give
2023-02-03 23:07:14.239104;562407291;Thompson;Give
2023-02-03 23:07:15.480616;493072257;Павел;Give
2023-02-03 23:07:17.899058;562407291;Thompson;Give
2023-02-03 23:07:21.746096;562407291;Thompson;Give
2023-02-03 23:18:02.557922;413687869;Валерий Панов;Give
2023-02-03 23:18:10.852367;413687869;Валерий Панов;Give
2023-02-03 23:18:13.908597;413687869;Валерий Панов;Give
2023-02-03 23:18:18.464932;413687869;Валерий Панов;Give
2023-02-03 23:18:29.167358;413687869;Валерий Панов;Give
2023-02-03 23:18:36.814050;413687869;Валерий Панов;Give
2023-02-03 23:18:39.605219;413687869;Валерий Панов;Give
2023-02-03 23:18:42.383184;413687869;Валерий Панов;Give
2023-02-03 23:18:59.006660;413687869;Валерий Панов;Give
2023-02-03 23:19:02.523004;413687869;Валерий Панов;Give
2023-02-03 23:19:07.614140;413687869;Валерий Панов;Give
2023-02-03 23:19:10.326088;413687869;Валерий Панов;Give
2023-02-03 23:19:12.910665;413687869;Валерий Панов;Give
2023-02-04 08:11:47.409409;413687869;Валерий Панов;Give
2023-02-04 08:17:56.068845;413687869;Валерий Панов;Give
2023-02-04 08:21:08.455553;413687869;Валерий Панов;Give
2023-02-04 08:21:11.639049;413687869;Валерий Панов;Give
2023-02-04 08:21:14.596149;413687869;Валерий Панов;Give
2023-02-04 08:21:16.456619;413687869;Валерий Панов;Give
2023-02-04 08:21:18.460318;413687869;Валерий Панов;Give
2023-02-04 08:21:25.383119;413687869;Валерий Панов;Give
2023-02-04 08:21:36.197428;413687869;Валерий Панов;Give
2023-02-04 08:21:39.402243;413687869;Валерий Панов;Give
2023-02-04 08:21:46.443090;413687869;Валерий Панов;Give
2023-02-04 08:21:55.430747;413687869;Валерий Панов;Give
2023-02-04 08:21:59.128622;413687869;Валерий Панов;Give
2023-02-04 08:22:05.889315;413687869;Валерий Панов;Give
2023-02-04 08:22:12.034927;413687869;Валерий Панов;Give
2023-02-04 08:22:19.853012;413687869;Валерий Панов;Give
2023-02-04 08:22:29.904364;877566079;lina platonova;Give
2023-02-04 08:22:36.036137;877566079;lina platonova;Give
